movie_title,director_name,num_critic_for_reviews,duration,Actor_1,Actor_2,genre1,genre2,gross,num_user_for_reviews,language,country,content_rating,budget,title_year,imdb_score,num_voted_users,Profit
Fur: An Imaginary Portrait of Diane ArbusÂ ,Steven Shainberg,105,122,Ty Burrell,Robert Downey Jr.,Biography,Drama,"$220,914.00 ",97,English,USA,R,"$16,800,000.00 ",2006,6.5,13239,"-$16,579,086.00"
Wall StreetÂ ,Oliver Stone,114,126,Tamara Tunie,Hal Holbrook,Crime,Drama,"$43,848,100.00 ",219,English,USA,R,"$15,000,000.00 ",1987,7.4,119150,"$28,848,100.00"
Sense and SensibilityÂ ,Ang Lee,69,136,Kate Winslet,Alan Rickman,Drama,Romance,"$42,700,000.00 ",196,English,USA,PG,"$16,500,000.00 ",1995,7.7,78392,"$26,200,000.00"
Becoming JaneÂ ,Julian Jarrold,150,120,Julie Walters,Anne Hathaway,Biography,Drama,"$18,663,911.00 ",151,English,UK,PG,"$16,500,000.00 ",2007,7.1,46204,"$2,163,911.00"
Sydney WhiteÂ ,Joe Nussbaum,72,108,Matt Long,Danny Strong,Comedy,Romance,"$11,702,090.00 ",50,English,USA,PG-13,"$16,500,000.00 ",2007,6.3,37700,"-$4,797,910.00"
House of Sand and FogÂ ,Vadim Perelman,158,126,Kim Dickens,Frances Fisher,Drama,NA,"$13,005,485.00 ",469,English,USA,R,"$15,000,000.00 ",2003,7.6,56665,"-$1,994,515.00"
Dead Poets SocietyÂ ,Peter Weir,96,128,Josh Charles,Robin Williams,Comedy,Drama,"$95,860,116.00 ",491,English,USA,PG,"$16,400,000.00 ",1989,8,277451,"$79,460,116.00"
Dumb & DumberÂ ,Peter Farrelly,84,113,Mike Starr,Lauren Holly,Comedy,NA,"$127,175,354.00 ",438,English,USA,PG-13,"$16,000,000.00 ",1994,7.3,288451,"$111,175,354.00"
When Harry Met Sally...Â ,Rob Reiner,114,89,Gretchen Palmer,Bruno Kirby,Comedy,Drama,"$92,823,600.00 ",273,English,USA,R,"$16,000,000.00 ",1989,7.6,149108,"$76,823,600.00"
The VerdictÂ ,Sidney Lumet,79,129,James Mason,Charlotte Rampling,Drama,NA,"$54,000,000.00 ",154,English,USA,R,"$16,000,000.00 ",1982,7.8,26310,"$38,000,000.00"
Road TripÂ ,Todd Phillips,103,94,Rachel Blanchard,Ethan Suplee,Comedy,NA,"$68,525,609.00 ",302,English,USA,R,"$15,600,000.00 ",2000,6.5,132963,"$52,925,609.00"
Varsity BluesÂ ,Brian Robbins,67,106,Ron Lester,Paul Walker,Comedy,Drama,"$52,885,587.00 ",267,English,USA,R,"$16,000,000.00 ",1999,6.4,35312,"$36,885,587.00"
The ArtistÂ ,Michel Hazanavicius,576,100,Ed Lauter,BÃ©rÃ©nice Bejo,Comedy,Drama,"$44,667,095.00 ",583,English,France,PG-13,"$15,000,000.00 ",2011,8,190030,"$29,667,095.00"
The UnbornÂ ,David S. Goyer,178,89,Atticus Shaffer,Gary Oldman,Drama,Fantasy,"$42,638,165.00 ",230,English,USA,PG-13,"$16,000,000.00 ",2009,4.8,42182,"$26,638,165.00"
Moonrise KingdomÂ ,Wes Anderson,487,94,Bill Murray,Bruce Willis,Adventure,Comedy,"$45,507,053.00 ",377,English,USA,PG-13,"$16,000,000.00 ",2012,7.8,237848,"$29,507,053.00"
The Texas Chainsaw Massacre: The BeginningÂ ,Jonathan Liebesman,196,83,Jordana Brewster,Matt Bomer,Horror,NA,"$39,511,038.00 ",366,English,USA,R,"$16,000,000.00 ",2006,5.9,56269,"$23,511,038.00"
The Young MessiahÂ ,Cyrus Nowrasteh,24,111,Vincent Walsh,Clive Russell,Drama,NA,"$6,462,576.00 ",30,English,USA,PG-13,"$18,500,000.00 ",2016,5.4,1449,"-$12,037,424.00"
The Master of DisguiseÂ ,Perry Andelin Blake,56,80,Kenan Thompson,Jennifer Esposito,Comedy,Family,"$40,363,530.00 ",307,English,USA,PG,"$16,000,000.00 ",2002,3.3,18254,"$24,363,530.00"
Pan's LabyrinthÂ ,Guillermo del Toro,406,112,Maribel VerdÃº,Ivana Baquero,Drama,Fantasy,"$37,623,143.00 ",1083,Spanish,Spain,R,"$13,500,000.00 ",2006,8.2,467234,"$24,123,143.00"
The MessengersÂ             ,Unknown,3,60,Jessika Van,Joel Courtney,Drama,Fantasy,"$25,517,500.00 ",57,English,USA,Unknown,"$20,000,000.00 ",2005,6.6,7210,"$5,517,500.00"
See Spot RunÂ ,John Whitesell,51,94,Angus T. Jones,Leslie Bibb,Action,Comedy,"$33,357,476.00 ",53,English,USA,PG,"$35,000,000.00 ",2001,5.4,7392,"-$1,642,524.00"
Baby BoyÂ ,John Singleton,41,130,Snoop Dogg,Mo'Nique,Crime,Drama,"$28,734,552.00 ",81,English,USA,R,"$16,000,000.00 ",2001,6.4,9566,"$12,734,552.00"
The RoommateÂ ,Christian E. Christiansen,138,91,Danneel Ackles,Leighton Meester,Drama,Horror,"$37,300,107.00 ",115,English,USA,PG-13,"$16,000,000.00 ",2011,4.8,29147,"$21,300,107.00"
Joe DirtÂ ,Dennie Gordon,78,91,Erik Per Sullivan,Brittany Daniel,Adventure,Comedy,"$27,087,695.00 ",205,English,USA,PG-13,"$17,700,000.00 ",2001,5.9,41664,"$9,387,695.00"
Double ImpactÂ ,Sheldon Lettich,40,110,Alonna Shaw,Bolo Yeung,Action,Crime,"$30,102,717.00 ",72,English,USA,R,"$15,000,000.00 ",1991,5.5,28736,"$15,102,717.00"
Hot FuzzÂ ,Edgar Wright,285,121,Joe Cornish,Bill Bailey,Action,Comedy,"$23,618,786.00 ",687,English,UK,R,"$8,000,000.00 ",2007,7.9,352695,"$15,618,786.00"
The WomenÂ ,Diane English,124,114,Debi Mazar,Jada Pinkett Smith,Comedy,Drama,"$26,896,744.00 ",125,English,USA,PG-13,"$16,500,000.00 ",2008,4.9,16582,"$10,396,744.00"
Vicky Cristina BarcelonaÂ ,Woody Allen,275,96,Kevin Dunn,Scarlett Johansson,Drama,Romance,"$23,213,577.00 ",365,English,Spain,PG-13,"$15,500,000.00 ",2008,7.2,198111,"$7,713,577.00"
Arn: The Knight TemplarÂ ,Peter Flinth,34,270,Michael Nyqvist,Gustaf SkarsgÃ¥rd,Action,Adventure,"$25,517,500.00 ",54,Swedish,Sweden,Unknown,"$25,000,000.00 ",2007,6.6,18041,"$517,500.00"
Boys and GirlsÂ ,Robert Iscove,67,94,Amanda Detmer,Alyson Hannigan,Comedy,Drama,"$20,627,372.00 ",134,English,USA,PG-13,"$16,000,000.00 ",2000,5.3,13661,"$4,627,372.00"
White OleanderÂ ,Peter Kosminsky,103,109,Cole Hauser,Patrick Fugit,Drama,NA,"$16,346,122.00 ",171,English,USA,PG-13,"$16,000,000.00 ",2002,7.2,25549,"$346,122.00"
Jennifer's BodyÂ ,Karyn Kusama,300,107,Amy Sedaris,J.K. Simmons,Comedy,Fantasy,"$16,204,793.00 ",294,English,USA,R,"$16,000,000.00 ",2009,5.1,92712,"$204,793.00"
Drowning MonaÂ ,Nick Gomez,84,96,Jamie Lee Curtis,Will Ferrell,Comedy,Crime,"$15,427,192.00 ",148,English,USA,PG-13,"$16,000,000.00 ",2000,5.6,11768,"-$572,808.00"
Radio DaysÂ ,Woody Allen,64,88,Don Pardo,Mike Starr,Comedy,NA,"$14,792,779.00 ",91,English,USA,PG,"$16,000,000.00 ",1987,7.6,24256,"-$1,207,221.00"
Remember MeÂ ,Allen Coulter,158,113,Lena Olin,Robert Pattinson,Drama,Romance,"$19,057,024.00 ",361,English,USA,PG-13,"$16,000,000.00 ",2010,7.2,113963,"$3,057,024.00"
How to DealÂ ,Clare Kilner,46,101,Alexandra Holden,Dylan Baker,Comedy,Drama,"$14,108,518.00 ",95,English,USA,PG-13,"$16,000,000.00 ",2003,5.7,8215,"-$1,891,482.00"
My Stepmother Is an AlienÂ ,Richard Benjamin,15,105,Alyson Hannigan,Jon Lovitz,Comedy,Romance,"$13,854,000.00 ",55,English,USA,PG-13,"$20,000,000.00 ",1988,5.2,21079,"-$6,146,000.00"
PhiladelphiaÂ ,Jonathan Demme,68,125,Tom Hanks,Denzel Washington,Drama,NA,"$77,324,422.00 ",261,English,USA,PG-13,"$26,000,000.00 ",1993,7.7,178731,"$51,324,422.00"
The Thirteenth FloorÂ ,Josef Rusnak,111,100,Craig Bierko,Gretchen Mol,Mystery,Sci-Fi,"$15,500,000.00 ",302,English,Germany,R,"$16,000,000.00 ",1999,7,51996,"-$500,000.00"
The CookoutÂ ,Lance Rivera,21,97,Vincent Pastore,Farrah Fawcett,Comedy,NA,"$11,540,112.00 ",20,English,USA,PG-13,"$20,000,000.00 ",2004,3.6,2385,"-$8,459,888.00"
MeteorÂ ,Ronald Neame,42,108,Karl Malden,Martin Landau,Action,Drama,"$25,517,500.00 ",90,English,USA,PG,"$16,000,000.00 ",1979,4.9,5237,"$9,517,500.00"
DuetsÂ ,Bruce Paltrow,65,112,Marian Seldes,Lochlyn Munro,Comedy,Drama,"$4,734,235.00 ",123,English,USA,R,"$15,000,000.00 ",2000,6,8217,"-$10,265,765.00"
Hollywood EndingÂ ,Woody Allen,109,112,Debra Messing,Woody Allen,Comedy,Romance,"$4,839,383.00 ",148,English,USA,PG-13,"$16,000,000.00 ",2002,6.6,21613,"-$11,160,617.00"
Detroit Rock CityÂ ,Adam Rifkin,42,95,Lin Shaye,Natasha Lyonne,Comedy,Music,"$4,193,025.00 ",194,English,USA,R,"$15,000,000.00 ",1999,6.8,30682,"-$10,806,975.00"
HighlanderÂ ,Russell Mulcahy,112,110,Jon Polito,Christopher Lambert,Action,Adventure,"$5,900,000.00 ",316,English,UK,R,"$16,000,000.00 ",1986,7.2,98629,"-$10,100,000.00"
Things We Lost in the FireÂ ,Susanne Bier,146,118,Omar Benson Miller,Alison Lohman,Drama,NA,"$2,849,142.00 ",88,English,USA,R,"$16,000,000.00 ",2007,7.2,24104,"-$13,150,858.00"
SteelÂ ,Kenneth Johnson,36,97,Annabeth Gish,Charles Napier,Action,Crime,"$1,686,429.00 ",62,English,USA,PG-13,"$16,000,000.00 ",1997,2.8,8687,"-$14,313,571.00"
The ImmigrantÂ ,James Gray,230,120,Dagmara Dominczyk,Jeremy Renner,Drama,Romance,"$1,984,743.00 ",70,English,USA,R,"$16,000,000.00 ",2013,6.6,20616,"-$14,015,257.00"
The White CountessÂ ,James Ivory,64,135,Natasha Richardson,Vanessa Redgrave,Drama,History,"$1,666,262.00 ",78,English,UK,PG-13,"$16,000,000.00 ",2005,6.7,5321,"-$14,333,738.00"
TranceÂ ,Danny Boyle,393,101,Spencer Wilding,Rosario Dawson,Crime,Drama,"$2,319,187.00 ",212,English,UK,R,"$20,000,000.00 ",2013,7,92640,"-$17,680,813.00"
Soul PlaneÂ ,Jessy Terrero,75,92,Snoop Dogg,Mo'Nique,Comedy,NA,"$13,922,211.00 ",150,English,USA,R,"$16,000,000.00 ",2004,4.4,18271,"-$2,077,789.00"
Welcome to the SticksÂ ,Dany Boon,78,106,Kad Merad,Dany Boon,Comedy,Romance,"$25,517,500.00 ",49,French,France,Unknown,"$11,000,000.00 ",2008,7.1,30587,"$14,517,500.00"
GoodÂ ,Vicente Amorim,67,92,Jodie Whittaker,Viggo Mortensen,Drama,Romance,"$23,091.00 ",42,English,UK,R,"$15,000,000.00 ",2008,6.2,5664,"-$14,976,909.00"
Enter the VoidÂ ,Gaspar NoÃ©,216,161,Emily Alyn Lind,Paz de la Huerta,Drama,Fantasy,"$336,467.00 ",192,English,France,Not Rated,"$13,000,000.00 ",2009,7.3,45449,"-$12,663,533.00"
VampsÂ ,Amy Heckerling,54,92,Justin Kirk,Taylor Negron,Comedy,Horror,"$2,964.00 ",42,English,USA,PG-13,"$16,000,000.00 ",2012,5.1,7444,"-$15,997,036.00"
Hachi: A Dog's TaleÂ ,Lasse HallstrÃ¶m,84,93,Sarah Roemer,Cary-Hiroyuki Tagawa,Drama,Family,"$25,517,500.00 ",304,English,USA,G,"$16,000,000.00 ",2009,8.1,155249,"$9,517,500.00"
ZuluÂ ,JÃ©rÃ´me Salle,69,110,Tanya van Graan,Orlando Bloom,Crime,Drama,"$25,517,500.00 ",43,English,France,R,"$16,000,000.00 ",2013,6.7,12817,"$9,517,500.00"
The HomesmanÂ ,Tommy Lee Jones,208,122,Tim Blake Nelson,Barry Corbin,Drama,Western,"$2,428,883.00 ",132,English,USA,R,"$16,000,000.00 ",2014,6.6,21370,"-$13,571,117.00"
Juwanna MannÂ ,Jesse Vaughan,32,91,Jenifer Lewis,Vivica A. Fox,Comedy,Drama,"$13,571,817.00 ",40,English,USA,PG-13,"$15,600,000.00 ",2002,4.5,5312,"-$2,028,183.00"
LilyhammerÂ             ,Unknown,20,45,Trond Fausa,Steven Van Zandt,Comedy,Crime,"$25,517,500.00 ",79,English,Norway,TV-MA,"$34,000,000.00 ",2005,8.1,19164,"-$8,482,500.00"
AraratÂ ,Atom Egoyan,78,115,Marie-JosÃ©e Croze,David Alpay,Drama,War,"$1,554,566.00 ",180,English,Canada,R,"$20,000,000.00 ",2002,6.6,8624,"-$18,445,434.00"
MadisonÂ ,William Bindley,21,94,Jake Lloyd,Bruce Dern,Drama,Sport,"$508,867.00 ",26,English,USA,PG,"$20,000,000.00 ",2001,6.5,1033,"-$19,491,133.00"
Slow BurnÂ ,Wayne Beach,40,93,LL Cool J,Mekhi Phifer,Drama,Mystery,"$1,181,197.00 ",24,English,USA,R,"$15,500,000.00 ",2005,5.9,3299,"-$14,318,803.00"
WasabiÂ ,GÃ©rard Krawczyk,40,94,RyÃ´ko Hirosue,Carole Bouquet,Action,Comedy,"$81,525.00 ",91,French,France,R,"$15,300,000.00 ",2001,6.6,29392,"-$15,218,475.00"
SlitherÂ ,James Gunn,251,95,Gregg Henry,Dustin Milligan,Comedy,Horror,"$7,774,730.00 ",352,English,Canada,R,"$15,500,000.00 ",2006,6.5,61912,"-$7,725,270.00"
Beverly Hills CopÂ ,Martin Brest,94,105,Ronny Cox,Judge Reinhold,Action,Comedy,"$234,760,500.00 ",175,English,USA,R,"$14,000,000.00 ",1984,7.3,126464,"$220,760,500.00"
Home AloneÂ ,Chris Columbus,102,103,Devin Ratray,Macaulay Culkin,Comedy,Family,"$285,761,243.00 ",305,English,USA,PG,"$18,000,000.00 ",1990,7.5,311075,"$267,761,243.00"
3 Men and a BabyÂ ,Leonard Nimoy,21,102,Ted Danson,Tom Selleck,Comedy,Drama,"$167,780,960.00 ",42,English,USA,PG,"$11,000,000.00 ",1987,5.9,36918,"$156,780,960.00"
TootsieÂ ,Sydney Pollack,94,116,Sydney Pollack,Bill Murray,Comedy,Drama,"$177,200,000.00 ",194,English,USA,PG,"$22,000,000.00 ",1982,7.4,77366,"$155,200,000.00"
Top GunÂ ,Tony Scott,173,110,Tom Skerritt,Tom Cruise,Action,Drama,"$176,781,728.00 ",388,English,USA,PG,"$15,000,000.00 ",1986,6.9,219171,"$161,781,728.00"
"Crouching Tiger, Hidden DragonÂ ",Ang Lee,287,120,Pei-Pei Cheng,Chen Chang,Action,Drama,"$128,067,808.00 ",1641,Mandarin,Taiwan,PG-13,"$15,000,000.00 ",2000,7.9,217740,"$113,067,808.00"
American BeautyÂ ,Sam Mendes,176,122,Peter Gallagher,Kevin Spacey,Drama,NA,"$130,058,047.00 ",2715,English,USA,R,"$15,000,000.00 ",1999,8.4,822500,"$115,058,047.00"
The King's SpeechÂ ,Tom Hooper,479,118,Jennifer Ehle,Colin Firth,Biography,Drama,"$138,795,342.00 ",636,English,UK,R,"$15,000,000.00 ",2010,8,503631,"$123,795,342.00"
TwinsÂ ,Ivan Reitman,27,107,Tony Jay,Kelly Preston,Comedy,Crime,"$111,936,400.00 ",79,English,USA,PG,"$15,000,000.00 ",1988,6,87538,"$96,936,400.00"
Scream: The TV SeriesÂ             ,Unknown,20,45,Bobby Campo,Bex Taylor-Klaus,Crime,Drama,"$25,517,500.00 ",68,English,USA,TV-14,"$20,000,000.00 ",2005,7.3,18058,"$5,517,500.00"
The Yellow HandkerchiefÂ ,Udayan Prasad,60,102,Eddie Redmayne,Kristen Stewart,Drama,Romance,"$317,040.00 ",36,English,USA,PG-13,"$15,500,000.00 ",2008,6.8,6723,"-$15,182,960.00"
The Color PurpleÂ ,Steven Spielberg,70,154,Rae Dawn Chong,Oprah Winfrey,Drama,NA,"$94,175,854.00 ",199,English,USA,PG-13,"$15,000,000.00 ",1985,7.8,60988,"$79,175,854.00"
Tidal WaveÂ ,JK Youn,43,103,Ji-won Ha,Nicole Dionne,Action,Comedy,"$25,517,500.00 ",25,Korean,South Korea,R,"$20,000,000.00 ",2009,5.7,2659,"$5,517,500.00"
Ben-HurÂ ,Timur Bekmambetov,1,141,Ayelet Zurer,Morgan Freeman,Adventure,Drama,"$25,517,500.00 ",1,English,USA,PG-13,"$100,000,000.00 ",2016,6.1,62,"-$74,482,500.00"
The Imitation GameÂ ,Morten Tyldum,454,114,Rory Kinnear,Benedict Cumberbatch,Biography,Drama,"$91,121,452.00 ",608,English,UK,PG-13,"$14,000,000.00 ",2014,8.1,467613,"$77,121,452.00"
Private BenjaminÂ ,Howard Zieff,25,109,Albert Brooks,Eileen Brennan,Comedy,War,"$69,800,000.00 ",60,English,USA,R,"$10,000,000.00 ",1980,6.1,18140,"$59,800,000.00"
Coal Miner's DaughterÂ ,Michael Apted,46,124,Beverly D'Angelo,Sissy Spacek,Biography,Drama,"$79,900,000.00 ",84,English,USA,PG,"$20,000,000.00 ",1980,7.5,12974,"$59,900,000.00"
Diary of a Wimpy KidÂ ,Thor Freudenthal,111,94,Zachary Gordon,ChloÃ« Grace Moretz,Comedy,Family,"$64,001,297.00 ",103,English,USA,PG,"$15,000,000.00 ",2010,6.2,32002,"$49,001,297.00"
MamaÂ ,AndrÃ©s Muschietti,393,100,Megan Charpentier,Javier Botet,Fantasy,Horror,"$71,588,220.00 ",304,English,Canada,PG-13,"$20,000,000.00 ",2013,6.2,134869,"$51,588,220.00"
National Lampoon's VacationÂ ,Harold Ramis,55,98,Randy Quaid,Beverly D'Angelo,Adventure,Comedy,"$61,400,000.00 ",183,English,USA,R,"$15,000,000.00 ",1983,7.4,71183,"$46,400,000.00"
Bad GrandpaÂ ,Jeff Tremaine,157,102,Georgina Cates,Jackson Nicoll,Comedy,NA,"$101,978,840.00 ",162,English,USA,R,"$15,000,000.00 ",2013,6.6,77724,"$86,978,840.00"
The QueenÂ ,Stephen Frears,280,94,Sylvia Syms,Roger Allam,Biography,Drama,"$56,437,947.00 ",421,English,UK,PG-13,"$9,800,000.00 ",2006,7.3,85333,"$46,637,947.00"
BeetlejuiceÂ ,Tim Burton,109,92,Jeffrey Jones,Catherine O'Hara,Comedy,Fantasy,"$73,326,666.00 ",306,English,USA,PG,"$15,000,000.00 ",1988,7.5,189413,"$58,326,666.00"
Why Did I Get Married?Â ,Tyler Perry,41,113,Tasha Smith,Michael Jai White,Comedy,Drama,"$55,184,721.00 ",100,English,USA,PG-13,"$15,000,000.00 ",2007,5.6,9811,"$40,184,721.00"
Little WomenÂ ,Gillian Armstrong,27,115,Kirsten Dunst,Christian Bale,Drama,Family,"$50,003,300.00 ",132,English,USA,PG,"$15,000,000.00 ",1994,7.3,36624,"$35,003,300.00"
The Woman in BlackÂ ,James Watkins,462,95,Roger Allam,Daniel Radcliffe,Drama,Fantasy,"$54,322,273.00 ",509,English,UK,PG-13,"$17,000,000.00 ",2012,6.4,139749,"$37,322,273.00"
When a Stranger CallsÂ ,Simon West,152,87,Tessa Thompson,Madeline Carroll,Horror,Thriller,"$47,860,214.00 ",468,English,USA,PG-13,"$15,000,000.00 ",2006,5,34711,"$32,860,214.00"
Big Fat LiarÂ ,Shawn Levy,69,88,Donald Faison,Frankie Muniz,Adventure,Comedy,"$47,811,275.00 ",99,English,USA,PG,"$15,000,000.00 ",2002,5.4,29008,"$32,811,275.00"
The Deer HunterÂ ,Michael Cimino,140,183,Meryl Streep,Robert De Niro,Drama,War,"$25,517,500.00 ",1026,English,UK,R,"$15,000,000.00 ",1978,8.2,232577,"$10,517,500.00"
Wag the DogÂ ,Barry Levinson,130,97,Kirsten Dunst,Robert De Niro,Comedy,Drama,"$43,022,524.00 ",218,English,USA,R,"$15,000,000.00 ",1997,7.1,67604,"$28,022,524.00"
The Lizzie McGuire MovieÂ ,Jim Fall,66,94,Adam Lamberg,Clayton Snyder,Adventure,Comedy,"$42,672,630.00 ",172,English,USA,PG,"$17,000,000.00 ",2003,5.3,27580,"$25,672,630.00"
SnitchÂ ,Ric Roman Waugh,238,112,Harold Perrineau,Dwayne Johnson,Action,Drama,"$42,919,096.00 ",122,English,USA,PG-13,"$15,000,000.00 ",2013,6.5,64747,"$27,919,096.00"
KrampusÂ ,Michael Dougherty,198,98,Conchata Ferrell,Adam Scott,Comedy,Fantasy,"$42,592,530.00 ",181,English,USA,PG-13,"$15,000,000.00 ",2015,6.2,29867,"$27,592,530.00"
The FacultyÂ ,Robert Rodriguez,154,104,Salma Hayek,Jordana Brewster,Horror,Mystery,"$40,064,955.00 ",502,English,USA,R,"$15,000,000.00 ",1998,6.4,92074,"$25,064,955.00"
What's Love Got to Do with ItÂ ,Brian Gibson,19,118,Virginia Capers,Rae'Ven Kelly,Biography,Drama,"$39,100,956.00 ",59,English,USA,R,"$20,000,000.00 ",1993,7.2,13442,"$19,100,956.00"
Cop LandÂ ,James Mangold,131,120,Sylvester Stallone,Robert De Niro,Crime,Drama,"$44,886,089.00 ",207,English,USA,R,"$10,000,000.00 ",1997,6.9,69576,"$34,886,089.00"
Not Another Teen MovieÂ ,Joel Gallen,97,99,JoAnna Garcia Swisher,Chris Evans,Comedy,NA,"$37,882,551.00 ",393,English,USA,R,"$16,000,000.00 ",2001,5.7,80305,"$21,882,551.00"
End of WatchÂ ,David Ayer,355,109,Anna Kendrick,Jake Gyllenhaal,Crime,Drama,"$40,983,001.00 ",336,English,USA,R,"$7,000,000.00 ",2012,7.7,181025,"$33,983,001.00"
AlohaÂ ,Cameron Crowe,138,105,Bradley Cooper,Emma Stone,Comedy,Drama,"$20,991,497.00 ",172,English,USA,PG-13,"$37,000,000.00 ",2015,5.4,39782,"-$16,008,503.00"
The SkullsÂ ,Rob Cohen,102,106,Leslie Bibb,Paul Walker,Action,Crime,"$35,007,180.00 ",193,English,USA,PG-13,"$15,000,000.00 ",2000,5.6,26846,"$20,007,180.00"
The Theory of EverythingÂ ,James Marsh,419,123,Emily Watson,Eddie Redmayne,Biography,Drama,"$35,887,263.00 ",388,English,UK,PG-13,"$15,000,000.00 ",2014,7.7,265507,"$20,887,263.00"
Malibu's Most WantedÂ ,John Whitesell,37,86,Regina Hall,Greg Grunberg,Comedy,Crime,"$34,308,901.00 ",87,English,USA,PG-13,"$16,000,000.00 ",2003,5.1,15939,"$18,308,901.00"
Where the Heart IsÂ ,Matt Williams,78,120,James Frain,Natalie Portman,Comedy,Drama,"$33,771,174.00 ",240,English,USA,PG-13,"$15,000,000.00 ",2000,6.8,27044,"$18,771,174.00"
Lawrence of ArabiaÂ ,David Lean,181,227,JosÃ© Ferrer,Claude Rains,Adventure,Biography,"$6,000,000.00 ",559,English,UK,PG,"$15,000,000.00 ",1962,8.4,192775,"-$9,000,000.00"
Halloween IIÂ ,Rob Zombie,220,119,Tyler Mane,Scout Taylor-Compton,Horror,NA,"$33,386,128.00 ",491,English,USA,R,"$15,000,000.00 ",2009,4.9,36372,"$18,386,128.00"
WildÂ ,Jean-Marc VallÃ©e,349,115,Kevin Rankin,Michiel Huisman,Adventure,Biography,"$37,877,959.00 ",252,English,USA,R,"$15,000,000.00 ",2014,7.1,86664,"$22,877,959.00"
The Last House on the LeftÂ ,Dennis Iliadis,241,114,Monica Potter,Tony Goldwyn,Crime,Horror,"$32,721,635.00 ",279,English,USA,R,"$15,000,000.00 ",2009,6.6,67822,"$17,721,635.00"
The Wedding DateÂ ,Clare Kilner,103,90,Debra Messing,Jack Davenport,Comedy,Romance,"$31,585,300.00 ",250,English,USA,PG-13,"$15,000,000.00 ",2005,6.1,38248,"$16,585,300.00"
Halloween: ResurrectionÂ ,Rick Rosenthal,151,94,Thomas Ian Nicholas,Jamie Lee Curtis,Comedy,Horror,"$30,259,652.00 ",614,English,USA,R,"$15,000,000.00 ",2002,4.1,26905,"$15,259,652.00"
Clash of the TitansÂ ,Louis Leterrier,344,106,Jason Flemyng,Liam Neeson,Action,Adventure,"$163,192,114.00 ",637,English,USA,PG-13,"$125,000,000.00 ",2010,5.8,229687,"$38,192,114.00"
The Princess BrideÂ ,Rob Reiner,185,98,Carol Kane,Robin Wright,Adventure,Family,"$30,857,814.00 ",718,English,USA,PG,"$16,000,000.00 ",1987,8.1,294163,"$14,857,814.00"
The Great DebatersÂ ,Denzel Washington,112,126,Jurnee Smollett-Bell,Denzel Washington,Biography,Drama,"$30,226,144.00 ",118,English,USA,PG-13,"$15,000,000.00 ",2007,7.6,47626,"$15,226,144.00"
DriveÂ ,Nicolas Winding Refn,676,100,Albert Brooks,Ryan Gosling,Crime,Drama,"$35,054,909.00 ",1264,English,USA,R,"$15,000,000.00 ",2011,7.8,431578,"$20,054,909.00"
Confessions of a Teenage Drama QueenÂ ,Sara Sugarman,74,89,Carol Kane,Adam Garcia,Comedy,Family,"$29,302,097.00 ",105,English,Germany,PG,"$15,000,000.00 ",2004,4.6,23408,"$14,302,097.00"
The Object of My AffectionÂ ,Nicholas Hytner,65,111,Tim Daly,Liam Aiken,Comedy,Drama,"$29,106,737.00 ",132,English,USA,R,"$15,000,000.00 ",1998,6,15582,"$14,106,737.00"
28 Weeks LaterÂ ,Juan Carlos Fresnadillo,274,100,Harold Perrineau,Jeremy Renner,Drama,Horror,"$28,637,507.00 ",713,English,UK,R,"$15,000,000.00 ",2007,7,212167,"$13,637,507.00"
When the Game Stands TallÂ ,Thomas Carter,50,115,Matthew Daddario,Jessie T. Usher,Drama,Family,"$30,127,963.00 ",64,English,USA,PG,"$15,000,000.00 ",2014,6.7,12596,"$15,127,963.00"
Because of Winn-DixieÂ ,Wayne Wang,96,106,Luke Benward,Cicely Tyson,Comedy,Drama,"$32,645,546.00 ",88,English,USA,PG,"$14,000,000.00 ",2005,6.4,8427,"$18,645,546.00"
Love & BasketballÂ ,Gina Prince-Bythewood,68,124,Sanaa Lathan,Alfre Woodard,Drama,Romance,"$27,441,122.00 ",116,English,USA,PG-13,"$15,000,000.00 ",2000,7.2,14322,"$12,441,122.00"
Grosse Pointe BlankÂ ,George Armitage,111,107,Michael Cudlitz,Minnie Driver,Action,Comedy,"$28,014,536.00 ",296,English,USA,R,"$15,000,000.00 ",1997,7.4,73347,"$13,014,536.00"
All About SteveÂ ,Phil Traill,128,99,Katy Mixon,Bradley Cooper,Comedy,Romance,"$33,860,010.00 ",143,English,USA,PG-13,"$15,000,000.00 ",2009,4.8,33088,"$18,860,010.00"
Book of Shadows: Blair Witch 2Â ,Joe Berlinger,160,90,Erica Leerhsen,Kim Director,Adventure,Fantasy,"$26,421,314.00 ",457,English,USA,R,"$15,000,000.00 ",2000,4,28964,"$11,421,314.00"
The CraftÂ ,Andrew Fleming,93,101,Rachel True,Christine Taylor,Drama,Fantasy,"$24,881,000.00 ",195,English,USA,R,"$15,000,000.00 ",1996,6.2,57140,"$9,881,000.00"
Match PointÂ ,Woody Allen,278,119,Mark Gatiss,Scarlett Johansson,Drama,Romance,"$23,089,926.00 ",735,English,UK,R,"$15,000,000.00 ",2005,7.7,166269,"$8,089,926.00"
Ramona and BeezusÂ ,Elizabeth Allen Rosenbaum,81,103,Hutch Dano,Sierra McCormick,Adventure,Comedy,"$26,161,406.00 ",52,English,USA,G,"$15,000,000.00 ",2010,6.7,13874,"$11,161,406.00"
